metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
qafacteval,control over sentiment,Sentiment Control,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
cider,control over sentiment,Sentiment Control,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
mrr,control over sentiment,Sentiment Control,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
distinct,control over sentiment,Sentiment Control,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
attack success rate asr,control over sentiment,Sentiment Control,0,14,8,610,14,8,632,0.0,0.3607288030517119,0.5481017553228509,0.740781719303381,False
perplexity,control over sentiment,Sentiment Control,0,29,8,595,29,8,632,0.0,0.7564678228957934,0.3844361738750143,0.740781719303381,False
alignscore,control over sentiment,Sentiment Control,0,11,8,613,11,8,632,0.0,0.2827421729966932,0.5949095064239955,0.7493729251029531,False
chair,control over sentiment,Sentiment Control,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
chrf,control over sentiment,Sentiment Control,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
comet,control over sentiment,Sentiment Control,1,26,7,598,27,8,632,3.201058201058201,0.9061486169999766,0.3411383733358979,0.740781719303381,False
cosine similarity,control over sentiment,Sentiment Control,1,12,7,612,13,8,632,6.802197802197803,2.0872744089481294,0.1485308578084692,0.6894998450042901,False
auroc,control over sentiment,Sentiment Control,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
rouge,refusal appropriateness,Refusal Appropriateness,1,164,11,456,165,12,632,0.2573002754820936,2.496075393265259,0.1141303938516462,0.6235929066191409,False
bleu,refusal appropriateness,Refusal Appropriateness,0,149,12,471,149,12,632,0.0,6.524278568177888,0.0106411702851838,0.1753396437081201,False
accuracy,refusal appropriateness,Refusal Appropriateness,3,124,9,496,127,12,632,1.325459317585302,0.1736120148278004,0.67692144569157,0.7762315512036875,False
exact match,refusal appropriateness,Refusal Appropriateness,0,37,12,583,37,12,632,0.0,1.462228118472374,0.2265759363057195,0.740781719303381,False
moverscore,refusal appropriateness,Refusal Appropriateness,0,19,12,601,19,12,632,0.0,0.7397412866218716,0.3897437658336706,0.740781719303381,False
meteor,refusal appropriateness,Refusal Appropriateness,0,60,12,560,60,12,632,0.0,2.4182330713071805,0.1199301365134625,0.6285163887768569,False
unieval,refusal appropriateness,Refusal Appropriateness,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
g eval,refusal appropriateness,Refusal Appropriateness,0,23,12,597,23,12,632,0.0,0.8984247532099454,0.3432044441194596,0.740781719303381,False
bertscore,refusal appropriateness,Refusal Appropriateness,0,133,12,487,133,12,632,0.0,5.732413755524425,0.0166545758166511,0.2343170705281149,False
bartscore,refusal appropriateness,Refusal Appropriateness,0,34,12,586,34,12,632,0.0,1.3402930924008831,0.2469822873983688,0.740781719303381,False
questeval,refusal appropriateness,Refusal Appropriateness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
ndcg,refusal appropriateness,Refusal Appropriateness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
recall,refusal appropriateness,Refusal Appropriateness,0,57,12,563,57,12,632,0.0,2.291355801436061,0.130096236323106,0.6465924354210897,False
f1,refusal appropriateness,Refusal Appropriateness,2,91,10,529,93,12,632,1.1591397849462366,0.0358723460491705,0.8497793533311029,0.8922643499816203,False
win rate,refusal appropriateness,Refusal Appropriateness,0,22,12,598,22,12,632,0.0,0.8586554138775983,0.35411523815521,0.740781719303381,False
precision,refusal appropriateness,Refusal Appropriateness,0,36,12,584,36,12,632,0.0,1.4215142345698988,0.2331543282373406,0.740781719303381,False
spearman correlation,refusal appropriateness,Refusal Appropriateness,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
pearson correlation,refusal appropriateness,Refusal Appropriateness,0,15,12,605,15,12,632,0.0,0.5821001511671188,0.4454903041462347,0.740781719303381,False
bleurt,refusal appropriateness,Refusal Appropriateness,0,32,12,588,32,12,632,0.0,1.2593459025070914,0.2617749386320229,0.740781719303381,False
qafacteval,refusal appropriateness,Refusal Appropriateness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
cider,refusal appropriateness,Refusal Appropriateness,0,16,12,604,16,12,632,0.0,0.6214134650576334,0.4305225180518499,0.740781719303381,False
mrr,refusal appropriateness,Refusal Appropriateness,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
distinct,refusal appropriateness,Refusal Appropriateness,1,15,11,605,16,12,632,3.5,1.0648199051648175,0.3021184449457799,0.740781719303381,False
attack success rate asr,refusal appropriateness,Refusal Appropriateness,2,12,10,608,14,12,632,8.82857142857143,5.107649839144316,0.0238205665088175,0.2927359582223289,False
perplexity,refusal appropriateness,Refusal Appropriateness,2,27,10,593,29,12,632,4.158620689655172,2.531023003641366,0.1116278244648849,0.6224612528849836,False
alignscore,refusal appropriateness,Refusal Appropriateness,0,11,12,609,11,12,632,0.0,0.4254877423716362,0.5142113915302742,0.740781719303381,False
chair,refusal appropriateness,Refusal Appropriateness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
chrf,refusal appropriateness,Refusal Appropriateness,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
comet,refusal appropriateness,Refusal Appropriateness,0,27,12,593,27,12,632,0.0,1.0581644270819124,0.3036342101842935,0.740781719303381,False
cosine similarity,refusal appropriateness,Refusal Appropriateness,0,13,12,607,13,12,632,0.0,0.5036661957985271,0.4778936418087872,0.740781719303381,False
auroc,refusal appropriateness,Refusal Appropriateness,0,10,12,610,10,12,632,0.0,0.3864938097338428,0.5341481860637087,0.740781719303381,False
rouge,similarity to target outputs (content/meaning),Target Similarity (content),3,162,8,459,165,11,632,1.0613636363636365,0.0078052385001899,0.9296006770497748,0.9477366991772788,False
bleu,similarity to target outputs (content/meaning),Target Similarity (content),3,146,8,475,149,11,632,1.2156040268456374,0.0821436091803237,0.7744132049098199,0.8426523043285506,False
accuracy,similarity to target outputs (content/meaning),Target Similarity (content),3,124,8,497,127,11,632,1.4911417322834646,0.3328135190715182,0.5640070638366865,0.740781719303381,False
exact match,similarity to target outputs (content/meaning),Target Similarity (content),1,36,10,585,37,11,632,1.6081081081081083,0.1842229937040748,0.6677689061664793,0.7700815443748364,False
moverscore,similarity to target outputs (content/meaning),Target Similarity (content),1,18,10,603,19,11,632,3.226315789473684,0.9424261696917304,0.3316546729884752,0.740781719303381,False
meteor,similarity to target outputs (content/meaning),Target Similarity (content),2,58,9,563,60,11,632,2.1185185185185182,0.7998224565098047,0.3711464574057188,0.740781719303381,False
unieval,similarity to target outputs (content/meaning),Target Similarity (content),1,20,10,601,21,11,632,2.909523809523809,0.8029720599698709,0.3702062553822263,0.740781719303381,False
g eval,similarity to target outputs (content/meaning),Target Similarity (content),0,23,11,598,23,11,632,0.0,0.8228820945482959,0.3643388545196824,0.740781719303381,False
bertscore,similarity to target outputs (content/meaning),Target Similarity (content),3,130,8,491,133,11,632,1.406954887218045,0.245371783237599,0.6203529678813459,0.7524042296120567,False
bartscore,similarity to target outputs (content/meaning),Target Similarity (content),1,33,10,588,34,11,632,1.758823529411765,0.2543286852825318,0.614043475311602,0.7510007930142059,False
questeval,similarity to target outputs (content/meaning),Target Similarity (content),0,10,11,611,10,11,632,0.0,0.3539991803974107,0.5518579746517651,0.740781719303381,False
ndcg,similarity to target outputs (content/meaning),Target Similarity (content),0,10,11,611,10,11,632,0.0,0.3539991803974107,0.5518579746517651,0.740781719303381,False
recall,similarity to target outputs (content/meaning),Target Similarity (content),1,56,10,565,57,11,632,1.0087719298245614,7.040628723953626e-05,0.993305152529349,0.9960280284957124,False
f1,similarity to target outputs (content/meaning),Target Similarity (content),2,91,9,530,93,11,632,1.2879330943847074,0.1010915115744337,0.7505236886510632,0.8237669564955289,False
win rate,similarity to target outputs (content/meaning),Target Similarity (content),0,22,11,599,22,11,632,0.0,0.7864572383800817,0.3751735331889638,0.740781719303381,False
precision,similarity to target outputs (content/meaning),Target Similarity (content),1,35,10,586,36,11,632,1.6555555555555554,0.2059152763448338,0.6499879827212229,0.7610934829687047,False
spearman correlation,similarity to target outputs (content/meaning),Target Similarity (content),0,21,11,600,21,11,632,0.0,0.7500925919332619,0.386446917202167,0.740781719303381,False
pearson correlation,similarity to target outputs (content/meaning),Target Similarity (content),0,15,11,606,15,11,632,0.0,0.5331580570077463,0.4652821645169259,0.740781719303381,False
bleurt,similarity to target outputs (content/meaning),Target Similarity (content),2,30,9,591,32,11,632,4.166666666666667,2.5076169881540196,0.1132971387820369,0.6235929066191409,False
qafacteval,similarity to target outputs (content/meaning),Target Similarity (content),0,10,11,611,10,11,632,0.0,0.3539991803974107,0.5518579746517651,0.740781719303381,False
cider,similarity to target outputs (content/meaning),Target Similarity (content),3,13,8,608,16,11,632,14.437499999999998,10.090274417458778,0.0014905390735095,0.0504851104712755,False
mrr,similarity to target outputs (content/meaning),Target Similarity (content),0,13,11,608,13,11,632,0.0,0.461319327576193,0.4970080283785083,0.740781719303381,False
distinct,similarity to target outputs (content/meaning),Target Similarity (content),0,16,11,605,16,11,632,0.0,0.5691655842690561,0.4505906815826734,0.740781719303381,False
attack success rate asr,similarity to target outputs (content/meaning),Target Similarity (content),0,14,11,607,14,11,632,0.0,0.4972093687721922,0.480728874387336,0.740781719303381,False
perplexity,similarity to target outputs (content/meaning),Target Similarity (content),1,28,10,593,29,11,632,2.079310344827586,0.4097086874766557,0.5221174011139331,0.740781719303381,False
alignscore,similarity to target outputs (content/meaning),Target Similarity (content),0,11,11,610,11,11,632,0.0,0.3897144230420339,0.5324495512931746,0.740781719303381,False
chair,similarity to target outputs (content/meaning),Target Similarity (content),0,10,11,611,10,11,632,0.0,0.3539991803974107,0.5518579746517651,0.740781719303381,False
chrf,similarity to target outputs (content/meaning),Target Similarity (content),1,12,10,609,13,11,632,4.7615384615384615,1.53039508660042,0.2160531589734979,0.740781719303381,False
comet,similarity to target outputs (content/meaning),Target Similarity (content),1,26,10,595,27,11,632,2.2407407407407405,0.488463893428424,0.4846133276877696,0.740781719303381,False
cosine similarity,similarity to target outputs (content/meaning),Target Similarity (content),0,13,11,608,13,11,632,0.0,0.461319327576193,0.4970080283785083,0.740781719303381,False
auroc,similarity to target outputs (content/meaning),Target Similarity (content),1,9,10,612,10,11,632,6.220000000000001,1.9821752582827328,0.1591614352892169,0.7109267813487051,False
rouge,appropriateness (form),Appropriateness (form),2,163,5,462,165,7,632,1.132121212121212,0.0218495635218697,0.8824879987885487,0.9165647642159316,False
bleu,appropriateness (form),Appropriateness (form),1,148,6,477,149,7,632,0.540268456375839,0.3784823166116673,0.5384165960028995,0.740781719303381,False
accuracy,appropriateness (form),Appropriateness (form),3,124,4,501,127,7,632,2.982283464566929,1.8875265938073864,0.1694811613083914,0.7321932381586483,False
exact match,appropriateness (form),Appropriateness (form),0,37,7,588,37,7,632,0.0,0.8494501606116247,0.3567079311950673,0.740781719303381,False
moverscore,appropriateness (form),Appropriateness (form),0,19,7,606,19,7,632,0.0,0.4297636893398893,0.5121049250571573,0.740781719303381,False
meteor,appropriateness (form),Appropriateness (form),0,60,7,565,60,7,632,0.0,1.4047020881152703,0.2359378716506972,0.740781719303381,False
unieval,appropriateness (form),Appropriateness (form),0,21,7,604,21,7,632,0.0,0.4757790286928533,0.4903404897489027,0.740781719303381,False
g eval,appropriateness (form),Appropriateness (form),0,23,7,602,23,7,632,0.0,0.5219461122919291,0.4700127044954183,0.740781719303381,False
bertscore,appropriateness (form),Appropriateness (form),0,133,7,492,133,7,632,0.0,3.328805499541442,0.0680762990484704,0.5092920873510547,False
bartscore,appropriateness (form),Appropriateness (form),0,34,7,591,34,7,632,0.0,0.7786228801784072,0.377562643120175,0.740781719303381,False
questeval,appropriateness (form),Appropriateness (form),0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
ndcg,appropriateness (form),Appropriateness (form),0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
recall,appropriateness (form),Appropriateness (form),0,57,7,568,57,7,632,0.0,1.331016781400837,0.2486244118649423,0.740781719303381,False
f1,appropriateness (form),Appropriateness (form),2,91,5,534,93,7,632,2.318279569892473,0.8931528200827952,0.3446243513172885,0.740781719303381,False
win rate,appropriateness (form),Appropriateness (form),0,22,7,603,22,7,632,0.0,0.4988435399360528,0.4800087018791025,0.740781719303381,False
precision,appropriateness (form),Appropriateness (form),0,36,7,589,36,7,632,0.0,0.8258012307982369,0.3634894636437309,0.740781719303381,False
spearman correlation,appropriateness (form),Appropriateness (form),0,21,7,604,21,7,632,0.0,0.4757790286928533,0.4903404897489027,0.740781719303381,False
pearson correlation,appropriateness (form),Appropriateness (form),0,15,7,610,15,7,632,0.0,0.3381842760527674,0.5608791718660135,0.740781719303381,False
bleurt,appropriateness (form),Appropriateness (form),0,32,7,593,32,7,632,0.0,0.7316029830525088,0.3923640922726858,0.740781719303381,False
qafacteval,appropriateness (form),Appropriateness (form),0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
cider,appropriateness (form),Appropriateness (form),0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
mrr,appropriateness (form),Appropriateness (form),1,12,6,613,13,7,632,7.935897435897436,2.335163750265475,0.1264816894599222,0.640817202277556,False
distinct,appropriateness (form),Appropriateness (form),0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
attack success rate asr,appropriateness (form),Appropriateness (form),0,14,7,611,14,7,632,0.0,0.3153827211097667,0.5743957635228131,0.7414042706303636,False
perplexity,appropriateness (form),Appropriateness (form),0,29,7,596,29,7,632,0.0,0.6613679200372614,0.4160774310880147,0.740781719303381,False
alignscore,appropriateness (form),Appropriateness (form),0,11,7,614,11,7,632,0.0,0.2472000344362587,0.6190535563078535,0.7523248867023682,False
chair,appropriateness (form),Appropriateness (form),0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
chrf,appropriateness (form),Appropriateness (form),0,13,7,612,13,7,632,0.0,0.292618242683173,0.5885475635956433,0.7472265214368077,False
comet,appropriateness (form),Appropriateness (form),1,26,6,599,27,7,632,3.734567901234568,1.1077931129615215,0.2925621803627998,0.740781719303381,False
cosine similarity,appropriateness (form),Appropriateness (form),1,12,6,613,13,7,632,7.935897435897436,2.335163750265475,0.1264816894599222,0.640817202277556,False
auroc,appropriateness (form),Appropriateness (form),0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
rouge,nonredundancy (output as a whole),Nonredundancy,6,159,2,465,165,8,632,8.49090909090909,8.455962615014508,0.0036384862585253,0.0944161048234531,False
bleu,nonredundancy (output as a whole),Nonredundancy,3,146,5,478,149,8,632,1.94496644295302,0.7844298665885527,0.3757897438841581,0.740781719303381,False
