raw_string,source,occurrences_llm,occurrences_human,chosen_id,chosen_name,chosen_type,chosen_source,stage1_qcet_id,stage1_qcet_fit,stage2_cluster_id,fit,construct,justification,cache_hit,error,override_applied
commonsense logic,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,,none,-1,partial,adherence to commonsense reasoning,"Relates to factual correctness in commonsense contexts, broader than QCET's general truth scope.",True,,
commonsense plausibility,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,plausibility against commonsense knowledge,"Assesses believability via commonsense, a subset of factual correctness.",True,,
commonsense satisfaction,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,meeting commonsense expectations,Satisfaction here implies correctness relative to commonsense norms.,True,,
commonsense validation,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,validation using commonsense rules,Focuses on verifying output accuracy via commonsense frameworks.,True,,
community benefit,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,social impact of output,Societal benefit falls outside QCET's output-quality scope.,True,,
commonsensible,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,adherence to common sense,Relates to factual accuracy grounded in everyday knowledge.,True,,
commonsensical,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,alignment with common sense,"Similar to commonsensible, emphasizing plausibility.",True,,
communal,human,0,1,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,,none,-1,partial,suitability for communities,Implies contextual fit for group audiences.,True,,
communication of consequence,human,0,1,QOG-c-2,Informativeness,qcet,stage4_llm,,none,-1,partial,conveying impactful information,Focuses on output significance and value.,True,,
common phrases,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,frequency of standard expressions,Likely an automatic metric feature.,True,,
common sense reasoning,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,commonsense reasoning quality,"Assesses reasoning against commonsense truths, a subset of factual accuracy.",True,,
common-sense sensitivity,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,sensitivity to commonsense truths,"Measures awareness of commonsense facts, narrower than general factual truth.",True,,
commonsense consistency,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,consistency with commonsense knowledge,"Focuses on contradiction avoidance within commonsense, a factual sub-aspect.",True,,
commonsense inference,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,commonsense-based inference quality,"Evaluates logical deductions using commonsense, aligning with factual correctness.",True,,
commonsense knowledge alignment,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,alignment with commonsense facts,"Directly measures adherence to commonsense truths, a factual accuracy subtype.",True,,
community membership,human,0,1,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,,none,-1,partial,Appropriateness for audience,Relates to context-appropriate outputs for specific communities.,True,,
comparability,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,Evaluation setup property,"Describes evaluation conditions, not output quality.",True,,
comparable content,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,Vague similarity precondition,Not a measurable quality criterion per QCET.,True,,
comparison,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,Evaluation method label,"Refers to assessment technique, not output quality.",True,,
comparison set identification correctness,human,0,1,QTC-w-1,Similarity to Target Outputs (outputs as a whole),qcet,stage4_llm,QTC-w-1,partial,-1,partial,Correct set matching,Partial match to target-output similarity per hint.,True,,
computational mistakes,llm,1,0,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage4_llm,QOC-w-1,partial,-1,partial,overall output errors,Computational mistakes are a specific error type under broad correctness.,True,,
concept preservation rate,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,,none,-1,strong,preservation of input concepts,Directly measures retention of input content units.,True,,
concept understanding,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system's concept comprehension,Ambiguous; not clearly an output quality criterion.,True,,
concept-level clustering,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,automatic clustering metric,"Likely an evaluation method, not a quality aspect.",True,,
concise,human,0,1,QOG-f-1,Nonredundancy (form),qcet,stage4_llm,QOG-f-1,partial,-1,partial,brevity in form,Concise implies reduced redundancy but emphasizes brevity.,True,,
comparison to baseline,human,0,1,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,,none,-1,partial,holistic system preference,Implies overall system preference without specific quality aspects.,True,,
comparisons,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,evaluation methodology term,"Generic term for evaluation approach, not a quality criterion.",True,,
complete dead code removal,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,,none,-1,partial,input content omission avoidance,Relates to omitting unnecessary code elements from input.,True,,
complete misunderstanding,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,,none,-1,strong,semantic error avoidance,Directly indicates failures in meaning interpretation.,True,,
composition,llm,1,0,QOC-f-1,Grammaticality,qcet,stage4_llm,,none,-1,partial,structural grammatical quality,May refer to syntactic structure quality in writing.,True,,
composition score,llm,1,0,QOG-c-3,Coherence,qcet,stage4_llm,,none,-1,partial,logical organization of content,Relates to structural integrity but broader than QCET's coherence definition.,True,,
compositional,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,"ambiguous adjective, not a criterion",Incomplete term; likely extraction noise without clear quality focus.,True,,
comprehension impact,human,0,1,QEF-w-2,Effect on User Behaviour,qcet,stage4_llm,QEF-w-2,partial,-1,partial,impact on user actions,Affects behavior via understanding but not identical to QEF-w-2 scope.,True,,
comprehension type,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,"categorization, not quality metric","Describes a classification, not an evaluative criterion.",True,,
completeness of the argument,human,0,1,QOG-c-2,Informativeness,qcet,stage4_llm,,none,-1,partial,sufficiency of information,Overlaps with informativeness but emphasizes argument structure specifically.,True,,
condition identification quality,llm,1,0,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,,none,-1,partial,accuracy in identifying conditions,Relates to matching system outputs to target condition annotations.,True,,
conflict resolution effectiveness,llm,1,0,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,,none,-1,partial,usefulness in resolving conflicts,Effectiveness aligns with task-specific usefulness.,True,,
conflict spans,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,extent of conflicting segments,"Describes output features, not a quality criterion.",True,,
conflict type,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,categorization of conflicts,"Identifies conflict categories, not a quality dimension.",True,,
conflicting logic,human,0,1,QOG-c-4,Internal Consistency of Outputs,qcet,stage4_llm,QOG-c-4,partial,-1,strong,logical consistency in content,Directly measures absence of internal contradictions.,True,,
completeness of explanation,llm,1,0,QIG-w-3,Quality as Explanation of Input,qcet,stage4_llm,QIC-c-1,partial,-1,strong,completeness of explanations,Directly matches QCET leaf for explanation completeness relative to input.,True,,
completeness of final answer,llm,1,0,QIG-w-2,Degree to which Output Answers Question in Input,qcet,stage4_llm,QIC-c-1,partial,-1,strong,answer completeness and accuracy,Aligns with QCET leaf for answer completeness relative to input questions.,True,,
completeness of implicit CSK,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,absence of content omissions,Partial fit: measures omissions of implicit knowledge required by input.,True,,
completeness of reasoning,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,absence of content omissions,Partial fit: assesses missing reasoning steps implied by input.,True,,
completeness of solution steps,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,absence of content omissions,Partial fit: evaluates omission of solution steps expected from input.,True,,
confidence assignment correctness,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,correctness of confidence scores,No QCET leaf covers correctness of confidence metrics.,True,,
confidence improvement,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,improvement in confidence levels,Not mappable to QCET; relates to system internals.,True,,
confidence in answer,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system's self-confidence metric,Internal confidence scoring lacks QCET equivalent.,True,,
confidence in correctness,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,certainty about output accuracy,No QCET leaf addresses confidence calibration.,True,,
condescension,human,0,1,QEF-w-4,Detectability of Speaker/Author Stance,qcet,stage4_llm,QEF-w-4,partial,-1,partial,detectability of patronizing stance,Condescension is a specific stance type under QEF-w-4.,True,,
completion rate,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,automatic task success metric,"Measures success rate of task completions, fitting AUX-Other as an automatic metric.",True,,
compliance with unambiguous version,human,0,1,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,partial,output consistency with input,Matches QIC-c-3 partially; 'compliance' implies consistency but specifies unambiguous input.,True,,
comprehensive diversity,llm,1,0,QOF-w-1,Diversity/Non-diversity (outputs as a whole),qcet,stage4_llm,QOF-w-1,partial,-1,partial,diversity of outputs,"Aligns with QOF-w-1, but 'comprehensive' suggests broader scope than standard diversity.",True,,
comprehensive symptom description,llm,1,0,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,absence of content omissions,Fits QIC-c-1 partially; focuses on symptom coverage implying input-based omissions.,True,,
compression rate,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,automatic size-reduction metric,"Quantitative compression metric, not a quality criterion in QCET taxonomy.",True,,
consistency with reference,human,0,1,QTG-c-1,Similarity to Target Outputs (content/meaning),qcet,stage4_llm,QTG-c-1,partial,-1,partial,agreement with reference content,"Consistency implies meaning alignment, similar to content similarity.",True,,
consistent role identity,llm,1,0,QEF-w-5,Detectability of Speaker/Author Trait,qcet,stage4_llm,QEF-w-5,partial,-1,partial,stability of speaker traits,Consistent identity relates to trait detectability over outputs.,True,,
constraint presence,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,,none,-1,partial,inclusion of required elements,Constraint presence implies no omissions of input-specified content.,True,,
constructive,human,0,1,QEG-w-3.1,Usefulness for Task/Information Need,qcet,stage4_llm,QEG-w-3.1,partial,-1,partial,helpfulness for user goals,Constructive denotes task-oriented usefulness broadly.,True,,
consistency with role instructions,human,0,1,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,strong,adherence to input guidelines,Directly matches input-based consistency for role specifications.,True,,
connotation polarity,llm,1,0,QIF-w-2,Control over Sentiment,qcet,stage4_llm,,none,-1,partial,sentiment polarity control,Relates to adjusting output positivity/negativity but lacks explicit input target specification.,True,,
consistency with domain knowledge,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,strong,factual accuracy verification,"Domain knowledge represents real-world facts, aligning directly with factual truth criteria.",True,,
consistency with extensions,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,ambiguous consistency requirement,Unclear reference to 'extensions' prevents mapping to specific QCET construct.,True,,
consistency with final answer,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,partial,input-output alignment,"Final answer may be an input aspect, but criterion lacks explicit input reference.",True,,
consistency with human judgments,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,human judgment agreement,Broad scope of human judgments doesn't map to a single QCET leaf.,True,,
consistency with human label,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage4_llm,QTC-w-1,partial,-1,strong,output class accuracy,Measures alignment between system outputs and human-assigned target labels.,True,,
